CODIGO_UNIDADE;NOME_UNIDADE;DT_AUTORIZA_FUNCIONA_UNID;NOME_REGIAO_UNIDADE;SIGLA_UF_UNIDADE;NOME_MUNICIPIO_UNIDADE;NOME_MESORREGIAO_UNIDADE;NOME_MICRORREGIAO_UNIDADE
2985;INSTITUTO FEDERAL DO CEARÁ - CAMPUS CEDRO;07-01-2009;Nordeste;CE;Cedro;Centro-Sul Cearense;Iguatu
2986;INSTITUTO FEDERAL DO CEARÁ - CAMPUS JUAZEIRO DO NORTE;07-01-2009;Nordeste;CE;Juazeiro do Norte;Sul Cearense;Cariri
14194;INSTITUTO FEDERAL DO CEARÁ - CAMPUS TAUÁ;30-03-2010;Nordeste;CE;Tauá;Sertões Cearenses;Sertão de Inhamuns
20438;INSTITUTO FEDERAL DO CEARÁ - CAMPUS UBAJARA;29-12-2008;Nordeste;CE;Ubajara;Noroeste Cearense;Ibiapaba
13368;INSTITUTO FEDERAL DE BRASÍLIA - CAMPUS SAMAMBAIA;07-01-2009;Centro-Oeste;DF;Brasília;Distrito Federal;Brasília
13838;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS GUARAPARI;07-01-2009;Sudeste;ES;Guarapari;Central Espírito-santense;Guarapari
13597;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS VENDA NOVA DO IMIGRANTE;07-01-2009;Sudeste;ES;Venda Nova do Imigrante;Central Espírito-santense;Afonso Cláudio
13794;INSTITUTO FEDERAL DE GOIÁS - CAMPUS LUZIÂNIA;28-10-2008;Centro-Oeste;GO;Luziânia;Leste Goiano;Entorno de Brasília
2912;INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS - CAMPUS JANUÁRIA;07-01-2009;Sudeste;MG;Januária;Norte de Minas;Januária
13462;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS - CAMPUS MURIAÉ;07-01-2009;Sudeste;MG;Muriaé;Zona da Mata;Muriaé
2993;INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS OURO PRETO;04-01-2009;Sudeste;MG;Ouro Preto;Metropolitana de Belo Horizonte;Ouro Preto
14022;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS - CAMPUS PASSOS;30-12-2008;Sudeste;MG;Passos;Sul/Sudoeste de Minas;Passos
13904;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO - CAMPUS PATROCÍNIO;03-12-2009;Sudeste;MG;Patrocínio;Triângulo Mineiro/Alto Paranaíba;Patrocínio
20431;INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS RIBEIRÃO DAS NEVES;29-12-2008;Sudeste;MG;Ribeirão das Neves;Metropolitana de Belo Horizonte;Belo Horizonte
32004;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO CAMPUS AVANÇADO CAMPINA VERDE;22-01-2014;Sudeste;MG;Campina Verde;Triângulo Mineiro/Alto Paranaíba;Frutal
42278;INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS AVANÇADO CONSELHEIRO LAFAIETE;30-12-2013;Sudeste;MG;Conselheiro Lafaiete;Metropolitana de Belo Horizonte;Conselheiro Lafaiete
43071;INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS AVANÇADO ITABIRITO;21-01-2015;Sudeste;MG;Itabirito;Metropolitana de Belo Horizonte;Ouro Preto
3565;UNIVERSIDADE FEDERAL DA PARAÍBA - COLÉGIO AGRÍCOLA VIDAL DE NEGREIROS DA UFPB;20-01-1947;Nordeste;PB;Bananeiras;Agreste Paraibano;Brejo Paraibano
3585;INSTITUTO FEDERAL DA PARAÍBA - CAMPUS MONTEIRO;07-01-2009;Nordeste;PB;Monteiro;Borborema;Cariri Ocidental
2858;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS BELO JARDIM;07-01-2009;Nordeste;PE;Belo Jardim;Agreste Pernambucano;Vale do Ipojuca
13447;INSTITUTO FEDERAL DO MATO GROSSO DO SUL - CAMPUS NOVA ANDRADINA;28-12-2008;Centro-Oeste;MS;Nova Andradina;Leste de Mato Grosso do Sul;Nova Andradina
2967;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS CUIABÁ BELA VISTA;07-01-2009;Centro-Oeste;MT;Cuiabá;Centro-Sul Mato-grossense;Cuiabá
31982;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS AVANÇADO SINOP;22-01-2014;Centro-Oeste;MT;Sinop;Norte Mato-grossense;Sinop
3524;INSTITUTO FEDERAL DO PARÁ - CAMPUS ABAETETUBA;29-12-2008;Norte;PA;Abaetetuba;Nordeste Paraense;Cametá
2916;INSTITUTO FEDERAL DO PARÁ - CAMPUS ALTAMIRA;07-01-2009;Norte;PA;Altamira;Sudoeste Paraense;Altamira
32045;INSTITUTO FEDERAL DO PARÁ CAMPUS PARAUAPEBAS;22-01-2014;Norte;PA;Parauapebas;Sudeste Paraense;Parauapebas
13805;INSTITUTO FEDERAL DO PARANÁ - CAMPUS CAMPO LARGO;07-01-2009;Sul;PR;Campo Largo;Metropolitana de Curitiba;Curitiba
23761;INSTITUTO FEDERAL DO PARANÁ CAMPUS COLOMBO;18-06-2012;Sul;PR;Curitiba;Metropolitana de Curitiba;Curitiba
23465;INSTITUTO FEDERAL DO PARANÁ CAMPUS PINHAIS;18-06-2012;Sul;PR;Pinhais;Metropolitana de Curitiba;Curitiba
31975;INSTITUTO FEDERAL DO PARANÁ CAMPUS AVANÇADO QUEDAS DO IGUAÇU;18-06-2012;Sul;PR;Quedas do Iguaçu;Centro-Sul Paranaense;Guarapuava
22643;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS OEIRAS;29-12-2008;Nordeste;PI;Oeiras;Sudeste Piauiense;Picos
13292;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS PIRIPIRI;07-01-2009;Nordeste;PI;Piripiri;Norte Piauiense;Baixo Parnaíba Piauiense
3672;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ - CAMPUS APUCARANA;29-11-2006;Sul;PR;Apucarana;Norte Central Paranaense;Apucarana
31979;INSTITUTO FEDERAL SUL-RIO-GRANDENSE - CAMPUS AVANÇADO JAGUARÃO;22-01-2014;Sul;RS;Jaguarão;Sudeste Rio-grandense;Jaguarão
22819;INSTITUTO FEDERAL FARROUPILHA - CAMPUS JAGUARI;04-09-2012;Sul;RS;Jaguari;Centro Ocidental Rio-grandense;Santa Maria
31909;INSTITUTO FEDERAL SUL-RIO-GRANDENSE - CAMPUS SAPIRANGA;08-10-2013;Sul;RS;Sapiranga;Metropolitana de Porto Alegre;Porto Alegre
12976;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO - COLÉGIO TÉCNICO DA UFRRJ;04-03-1975;Sudeste;RJ;Seropédica;Metropolitana do Rio de Janeiro;Itaguaí
2976;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS CURRAIS NOVOS;30-06-2006;Nordeste;RN;Currais Novos;Central Potiguar;Seridó Oriental
2977;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS MOSSORÓ;07-01-2009;Nordeste;RN;Mossoró;Oeste Potiguar;Mossoró
20444;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS NATAL CIDADE ALTA;29-12-2008;Nordeste;RN;Natal;Leste Potiguar;Natal
31312;INSTITUTO FEDERAL DO RIO GRANDE DO NORTE - CAMPUS SÃO PAULO DO POTENGI;08-10-2013;Nordeste;RN;São Paulo do Potengi;Agreste Potiguar;Agreste Potiguar
2927;INSTITUTO FEDERAL DE RONDÔNIA - CAMPUS ARIQUEMES;07-01-2009;Norte;RO;Ariquemes;Leste Rondoniense;Ariquemes
14208;INSTITUTO FEDERAL DE RORAIMA - CAMPUS AMAJARI;07-01-2009;Norte;RR;Amajari;Norte de Roraima;Boa Vista
31391;INSTITUTO FEDERAL DE RORAIMA CAMPUS ZONA OESTE;07-10-2013;Norte;RR;Boa Vista;Norte de Roraima;Boa Vista
43147;INSTITUTO FEDERAL DE RORAIMA CAMPUS AVANÇADO BONFIM;22-01-2015;Norte;RR;Bonfim;Norte de Roraima;Nordeste de Roraima
2930;INSTITUTO FEDERAL SUL-RIO-GRANDENSE - CAMPUS CHARQUEADAS;07-01-2009;Sul;RS;Charqueadas;Metropolitana de Porto Alegre;São Jerônimo
32059;INSTITUTO FEDERAL DE SÃO PAULO CAMPUS AVANÇADO ARARAS;29-12-2008;Sudeste;SP;Araras;Piracicaba;Limeira
14342;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS BOITUVA;30-12-2008;Sudeste;SP;Boituva;Itapetininga;Tatuí
2848;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS CARAGUATATUBA;30-12-2008;Sudeste;SP;Caraguatatuba;Vale do Paraíba Paulista;Caraguatatuba
32047;INSTITUTO FEDERAL FARROUPILHA CAMPUS AVANÇADO URUGUAIANA;31-01-2014;Sul;RS;Uruguaiana;Sudoeste Rio-grandense;Campanha Ocidental
32009;INSTITUTO FEDERAL DO RIO GRANDE DO SUL CAMPUS VIAMÃO;28-12-2008;Sul;RS;Viamão;Metropolitana de Porto Alegre;Porto Alegre
2833;INSTITUTO FEDERAL CATARINENSE - CAMPUS ARAQUARI;07-01-2009;Sul;SC;Araquari;Norte Catarinense;Joinville
14253;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS CANOINHAS;07-01-2009;Sul;SC;Canoinhas;Norte Catarinense;Canoinhas
20410;INSTITUTO FEDERAL CATARINENSE - CAMPUS LUZERNA;29-12-2008;Sul;SC;Luzerna;Oeste Catarinense;Joaçaba
2992;INSTITUTO FEDERAL CATARINENSE - CAMPUS RIO DO SUL;07-01-2009;Sul;SC;Rio do Sul;Vale do Itajaí;Rio do Sul
32067;INSTITUTO FEDERAL DE SÃO PAULO CAMPUS AVANÇADO SOROCABA;29-12-2008;Sudeste;SP;Sorocaba;Macro Metropolitana Paulista;Sorocaba
32026;INSTITUTO FEDERAL DO TOCANTINS - CAMPUS COLINAS DO TOCANTINS;22-01-2014;Norte;TO;Colinas do Tocantins;Ocidental do Tocantins;Araguaína
2971;INSTITUTO FEDERAL DO TOCANTINS - CAMPUS PARAÍSO DO TOCANTINS;07-01-2009;Norte;TO;Paraíso do Tocantins;Ocidental do Tocantins;Rio Formoso
32455;INSTITUTO FEDERAL DO AMAZONAS - CAMPUS ITACOATIARA;22-01-2014;Norte;AM;Itacoatiara;Centro Amazonense;Itacoatiara
20097;INSTITUTO FEDERAL DA BAHIA - CAMPUS JEQUIÉ;29-12-2009;Nordeste;BA;Jequié;Centro Sul Baiano;Jequié
14551;INSTITUTO FEDERAL DE ALAGOAS - CAMPUS MURICI;06-07-2010;Nordeste;AL;Murici;Leste Alagoano;Mata Alagoana
32133;INSTITUTO FEDERAL DO MARANHÃO CAMPUS GRAJAÚ;08-10-2013;Nordeste;MA;Grajaú;Centro Maranhense;Alto Mearim e Grajaú
42173;INSTITUTO FEDERAL DO MARANHÃO CAMPUS AVANÇADO ROSÁRIO;30-12-2013;Nordeste;MA;Rosário;Norte Maranhense;Rosário
2911;INSTITUTO FEDERAL DO MARANHÃO - CAMPUS SANTA INÊS;07-01-2009;Nordeste;MA;Santa Inês;Oeste Maranhense;Pindaré
2952;INSTITUTO FEDERAL BAIANO - CAMPUS VALENÇA;07-01-2009;Nordeste;BA;Valença;Sul Baiano;Valença
13842;INSTITUTO FEDERAL DO CEARÁ - CAMPUS CANINDÉ;09-01-2009;Nordeste;CE;Canindé;Norte Cearense;Canindé
2989;INSTITUTO FEDERAL DO CEARÁ - CAMPUS CRATO;07-01-2009;Nordeste;CE;Crato;Sul Cearense;Cariri
20437;INSTITUTO FEDERAL DO CEARÁ - CAMPUS TABULEIRO DO NORTE;29-12-2008;Nordeste;CE;Tabuleiro do Norte;Jaguaribe;Baixo Jaguaribe
32334;INSTITUTO FEDERAL DE BRASÍLIA CAMPUS AVANÇADO SOBRADINHO;24-01-2014;Centro-Oeste;DF;Brasília;Distrito Federal;Brasília
21778;INSTITUTO FEDERAL DE BRASÍLIA CAMPUS ESTRUTURAL;23-04-2012;Centro-Oeste;DF;Brasília;Distrito Federal;Brasília
13369;INSTITUTO FEDERAL DE BRASÍLIA - CAMPUS GAMA;07-01-2009;Centro-Oeste;DF;Brasília;Distrito Federal;Brasília
32229;INSTITUTO FEDERAL GOIANO CAMPUS CAMPOS BELOS;29-12-2008;Centro-Oeste;GO;Campos Belos;Norte Goiano;Chapada dos Veadeiros
32225;INSTITUTO FEDERAL GOIANO CAMPUS AVANÇADO CATALÃO;30-12-2013;Centro-Oeste;GO;Catalão;Sul Goiano;Catalão
14085;INSTITUTO FEDERAL GOIANO - CAMPUS IPORÁ;06-01-2009;Centro-Oeste;GO;Iporá;Centro Goiano;Iporá
3508;INSTITUTO FEDERAL DE GOIÁS - CAMPUS ITUMBIARA;28-12-2008;Centro-Oeste;GO;Itumbiara;Sul Goiano;Meia Ponte
3367;INSTITUTO FEDERAL DO TRIÂNGULO MINEIRO - CAMPUS ITUIUTABA;30-12-2008;Sudeste;MG;Ituiutaba;Triângulo Mineiro/Alto Paranaíba;Ituiutaba
42112;INSTITUTO FEDERAL DE MINAS GERAIS - CAMPUS AVANÇADO PIUMHI;30-12-2013;Sudeste;MG;Piumhi;Oeste de Minas;Piuí
2906;INSTITUTO FEDERAL DO MARANHÃO - CAMPUS ZÉ DOCA;07-01-2009;Nordeste;MA;Zé Doca;Oeste Maranhense;Pindaré
3036;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - UNIDADE BELO HORIZONTE;07-01-2009;Sudeste;MG;Belo Horizonte;Metropolitana de Belo Horizonte;Belo Horizonte
32142;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS CAMPUS AVANÇADO BOM SUCESSO;20-09-2011;Sudeste;MG;Bom Sucesso;Oeste de Minas;Oliveira
32049;INSTITUTO FEDERAL DO PARÁ - CAMPUS AVANÇADO VIGIA;22-01-2014;Norte;PA;Vigia;Nordeste Paraense;Salgado
42206;INSTITUTO FEDERAL DO SUDESTE DE MINAS GERAIS CAMPUS AVANÇADO UBÁ;30-12-2013;Sudeste;MG;Ubá;Zona da Mata;Ubá
13894;INSTITUTO FEDERAL DO MATO GROSSO DO SUL - CAMPUS PONTA PORÃ;08-07-2010;Centro-Oeste;MS;Ponta Porã;Sudoeste de Mato Grosso do Sul;Dourados
44306;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS AVANÇADO LUCAS DO RIO VERDE;09-05-2016;Centro-Oeste;MT;Lucas do Rio Verde;Norte Mato-grossense;Alto Teles Pires
20148;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS RONDONÓPOLIS;07-01-2009;Centro-Oeste;MT;Rondonópolis;Sudeste Mato-grossense;Rondonópolis
20454;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS SORRISO;29-12-2008;Centro-Oeste;MT;Sorriso;Norte Mato-grossense;Alto Teles Pires
42681;INSTITUTO FEDERAL DE MATO GROSSO - CAMPUS VÁRZEA GRANDE;07-10-2013;Centro-Oeste;MT;Várzea Grande;Centro-Sul Mato-grossense;Cuiabá
32043;INSTITUTO FEDERAL DO PARÁ CAMPUS ANANINDEUA;22-01-2014;Norte;PA;Ananindeua;Metropolitana de Belém;Belém
32074;INSTITUTO FEDERAL DO PARÁ - CAMPUS ÓBIDOS;08-10-2013;Norte;PA;Óbidos;Baixo Amazonas;Óbidos
3199;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ - CAMPUS CAMPO MOURÃO;13-05-1994;Sul;PR;Campo Mourão;Centro Ocidental Paranaense;Campo Mourão
3258;INSTITUTO FEDERAL DO PARANÁ - CAMPUS FOZ DO IGUAÇU;06-01-2009;Sul;PR;Foz do Iguaçu;Oeste Paranaense;Foz do Iguaçu
13777;INSTITUTO FEDERAL DO PARANÁ - CAMPUS LONDRINA;28-12-2008;Sul;PR;Londrina;Norte Central Paranaense;Londrina
32363;INSTITUTO FEDERAL DE PERNAMBUCO - CAMPUS OLINDA;22-01-2014;Nordeste;PE;Olinda;Metropolitana de Recife;Recife
2875;INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO - CAMPUS PETROLINA ZONA RURAL;07-01-2009;Nordeste;PE;Petrolina;São Francisco Pernambucano;Petrolina
14185;INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO - CAMPUS SALGUEIRO;21-09-2010;Nordeste;PE;Salgueiro;Sertão Pernambucano;Salgueiro
31989;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS CAMPO MAIOR;24-01-2014;Nordeste;PI;Campo Maior;Centro-Norte Piauiense;Campo Maior
2923;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS PARNAÍBA;07-01-2009;Nordeste;PI;Parnaíba;Norte Piauiense;Litoral Piauiense
20428;INSTITUTO FEDERAL DO PIAUÍ - CAMPUS SÃO JOÃO DO PIAUÍ;29-12-2008;Nordeste;PI;São João do Piauí;Sudeste Piauiense;Alto Médio Canindé
42043;INSTITUTO FEDERAL SULRIOGRANDENSE CAMPUS GRAVATAÍ;31-12-2013;Sul;RS;Gravataí;Metropolitana de Porto Alegre;Porto Alegre
3736;INSTITUTO FEDERAL SUL-RIO-GRANDENSE - CAMPUS PELOTAS VISCONDE DA GRAÇA;29-12-2008;Sul;RS;Pelotas;Sudeste Rio-grandense;Pelotas
20442;INSTITUTO FEDERAL SUL-RIO-GRANDENSE - CAMPUS SANTANA DO LIVRAMENTO;24-04-2013;Sul;RS;Sant'Ana do Livramento;Sudoeste Rio-grandense;Campanha Central
2934;INSTITUTO FEDERAL FARROUPILHA - CAMPUS SANTO AUGUSTO;07-01-2009;Sul;RS;Santo Augusto;Noroeste Rio-grandense;Ijuí
2935;INSTITUTO FEDERAL FARROUPILHA - CAMPUS SÃO VICENTE DO SUL;07-01-2009;Sul;RS;São Vicente do Sul;Centro Ocidental Rio-grandense;Santa Maria
13774;INSTITUTO FEDERAL DO PARANÁ - CAMPUS TELÊMACO BORBA;28-12-2008;Sul;PR;Telêmaco Borba;Centro Oriental Paranaense;Telêmaco Borba
13771;INSTITUTO FEDERAL DO PARANÁ - CAMPUS UMUARAMA;28-12-2008;Sul;PR;Umuarama;Noroeste Paranaense;Umuarama
20445;INSTITUTO FEDERAL DO RIO DE JANEIRO - CAMPUS ARRAIAL DO CABO;29-12-2008;Sudeste;RJ;Arraial do Cabo;Baixadas;Lagos
3008;INSTITUTO FEDERAL FLUMINENSE - CAMPUS BOM JESUS DO ITABAPOANA;07-01-2009;Sudeste;RJ;Bom Jesus do Itabapoana;Noroeste Fluminense;Itaperuna
3009;INSTITUTO FEDERAL FLUMINENSE - CAMPUS CAMPOS CENTRO;07-01-2009;Sudeste;RJ;Campos dos Goytacazes;Norte Fluminense;Campos dos Goytacazes
20565;COLÉGIO PEDRO II - CAMPUS DUQUE DE CAXIAS CP;17-11-2008;Sudeste;RJ;Duque de Caxias;Metropolitana do Rio de Janeiro;Rio de Janeiro
20446;INSTITUTO FEDERAL DO RIO DE JANEIRO - CAMPUS ENGENHEIRO PAULO DE FRONTIN;29-12-2008;Sudeste;RJ;Engenheiro Paulo de Frontin;Metropolitana do Rio de Janeiro;Vassouras
3062;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA - UNED NOVA IGUAÇU;07-01-2009;Sudeste;RJ;Nova Iguaçu;Metropolitana do Rio de Janeiro;Rio de Janeiro
3582;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA - UNED PETRÓPOLIS;09-06-2008;Sudeste;RJ;Petrópolis;Metropolitana do Rio de Janeiro;Serrana
2942;INSTITUTO FEDERAL DO RIO DE JANEIRO - CAMPUS RIO DE JANEIRO;07-01-2009;Sudeste;RJ;Rio de Janeiro;Metropolitana do Rio de Janeiro;Rio de Janeiro
3005;INSTITUTO FEDERAL DO RIO DE JANEIRO - CAMPUS SÃO GONÇALO;07-01-2009;Sudeste;RJ;São Gonçalo;Metropolitana do Rio de Janeiro;Rio de Janeiro
3479;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE - ESCOLA AGRÍCOLA DE JUNDIAÍ DA UFRN;19-12-2007;Nordeste;RN;Macaíba;Leste Potiguar;Macaíba
2936;INSTITUTO FEDERAL DO RIO GRANDE DO SUL - CAMPUS BENTO GONÇALVES;07-01-2009;Sul;RS;Bento Gonçalves;Nordeste Rio-grandense;Caxias do Sul
2847;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS BRAGANÇA PAULISTA;30-12-2008;Sudeste;SP;Bragança Paulista;Macro Metropolitana Paulista;Bragança Paulista
2818;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS GUARULHOS;30-12-2008;Sudeste;SP;Guarulhos;Metropolitana de São Paulo;Guarulhos
32014;INSTITUTO FEDERAL DO RIO GRANDE DO SUL - CAMPUS VACARIA;28-12-2008;Sul;RS;Vacaria;Nordeste Rio-grandense;Vacaria
2826;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS FLORIANÓPOLIS CONTINENTE;07-01-2009;Sul;SC;Florianópolis;Grande Florianópolis;Florianópolis
14235;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS GAROPABA;07-01-2009;Sul;SC;Garopaba;Sul Catarinense;Tubarão
14254;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS GASPAR;07-01-2009;Sul;SC;Gaspar;Vale do Itajaí;Blumenau
2827;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS JARAGUÁ DO SUL;07-01-2009;Sul;SC;Jaraguá do Sul;Norte Catarinense;Joinville
14262;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS URUPEMA;07-01-2009;Sul;SC;Urupema;Serrana;Campos de Lages
20063;INSTITUTO FEDERAL DE SERGIPE - CAMPUS ITABAIANA;30-12-2008;Nordeste;SE;Itabaiana;Agreste Sergipano;Agreste de Itabaiana
14036;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS PIRACICABA;30-12-2008;Sudeste;SP;Piracicaba;Piracicaba;Piracicaba
21809;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS SÃO JOSÉ DOS CAMPOS;30-01-2012;Sudeste;SP;São José dos Campos;Vale do Paraíba Paulista;São José dos Campos
14038;INSTITUTO FEDERAL DE SÃO PAULO - CAMPUS VOTUPORANGA;30-12-2008;Sudeste;SP;Votuporanga;São José do Rio Preto;Votuporanga
2972;INSTITUTO FEDERAL DO TOCANTINS - CAMPUS ARAGUATINS;07-01-2009;Norte;TO;Araguatins;Ocidental do Tocantins;Bico do Papagaio
21815;INSTITUTO FEDERAL DO TOCANTINS - CAMPUS DIANÓPOLIS;30-12-2008;Norte;TO;Dianópolis;Oriental do Tocantins;Dianópolis
13825;INSTITUTO FEDERAL DO TOCANTINS - CAMPUS GURUPI;07-01-2009;Norte;TO;Gurupi;Ocidental do Tocantins;Gurupi
13824;INSTITUTO FEDERAL DO TOCANTINS - CAMPUS PORTO NACIONAL;07-01-2009;Norte;TO;Porto Nacional;Oriental do Tocantins;Porto Nacional
14553;INSTITUTO FEDERAL DE ALAGOAS - CAMPUS SÃO MIGUEL DOS CAMPOS;06-07-2010;Nordeste;AL;São Miguel dos Campos;Leste Alagoano;São Miguel dos Campos
32454;INSTITUTO FEDERAL DO AMAZONAS - CAMPUS TEFÉ;22-01-2014;Norte;AM;Tefé;Centro Amazonense;Tefé
2945;INSTITUTO FEDERAL BAIANO - CAMPUS GUANAMBI;07-01-2009;Nordeste;BA;Guanambi;Centro Sul Baiano;Guanambi
44280;INSTITUTO FEDERAL BAIANO CAMPUS ITABERABA;10-05-2016;Nordeste;BA;Itaberaba;Centro Norte Baiano;Itaberaba
13912;INSTITUTO FEDERAL DO ACRE - CAMPUS RIO BRANCO;29-12-2008;Norte;AC;Rio Branco;Vale do Acre;Rio Branco
42624;INSTITUTO FEDERAL DO ACRE - CAMPUS TARAUACÁ;07-10-2013;Norte;AC;Tarauacá;Vale do Juruá;Tarauacá
2954;INSTITUTO FEDERAL GOIANO - CAMPUS RIO VERDE;07-01-2009;Centro-Oeste;GO;Rio Verde;Sul Goiano;Sudoeste de Goiás
42670;INSTITUTO FEDERAL DE GOIÁS - CAMPUS SENADOR CANEDO;10-06-2014;Centro-Oeste;GO;Senador Canedo;Centro Goiano;Goiânia
2910;INSTITUTO FEDERAL DO MARANHÃO - CAMPUS AÇAILÂNDIA;07-01-2009;Nordeste;MA;Açailândia;Oeste Maranhense;Imperatriz
13886;INSTITUTO FEDERAL DO MARANHÃO - CAMPUS ALCÂNTARA;29-12-2008;Nordeste;MA;Alcântara;Norte Maranhense;Litoral Ocidental Maranhense
20290;INSTITUTO FEDERAL DO MARANHÃO - CAMPUS PINHEIRO;30-12-2008;Nordeste;MA;Pinheiro;Norte Maranhense;Baixada Maranhense
2903;INSTITUTO FEDERAL DO MARANHÃO - CAMPUS SÃO LUÍS MARACANÃ;07-01-2009;Nordeste;MA;São Luís;Norte Maranhense;Aglomeração Urbana de São Luís
2949;INSTITUTO FEDERAL BAIANO - CAMPUS SENHOR DO BONFIM;07-01-2009;Nordeste;BA;Senhor do Bonfim;Centro Norte Baiano;Senhor do Bonfim
2990;INSTITUTO FEDERAL DO CEARÁ - CAMPUS IGUATU;07-01-2009;Nordeste;CE;Iguatu;Centro-Sul Cearense;Iguatu
31995;INSTITUTO FEDERAL DO CEARÁ CAMPUS ITAPIPOCA;22-01-2014;Nordeste;CE;Itapipoca;Norte Cearense;Itapipoca
2988;INSTITUTO FEDERAL DO CEARÁ - CAMPUS MARACANAÚ;07-01-2009;Nordeste;CE;Maracanaú;Metropolitana de Fortaleza;Fortaleza
31090;INSTITUTO FEDERAL DO CEARÁ - CAMPUS UMIRIM;24-04-2013;Nordeste;CE;Umirim;Norte Cearense;Uruburetama
13349;INSTITUTO FEDERAL DE BRASÍLIA - CAMPUS BRASÍLIA;07-01-2009;Centro-Oeste;DF;Brasília;Distrito Federal;Brasília
2894;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS CACHOEIRO DE ITAPEMIRIM;07-01-2009;Sudeste;ES;Cachoeiro de Itapemirim;Sul Espírito-santense;Cachoeiro de Itapemirim
2892;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS CARIACICA;07-01-2009;Sudeste;ES;Cariacica;Central Espírito-santense;Vitória
3520;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS NOVA VENÉCIA;10-06-2008;Sudeste;ES;Nova Venécia;Noroeste Espírito-santense;Nova Venécia
2898;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS SANTA TERESA;07-01-2009;Sudeste;ES;Santa Teresa;Central Espírito-santense;Santa Teresa
2900;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS SERRA;07-01-2009;Sudeste;ES;Serra;Central Espírito-santense;Vitória
20113;INSTITUTO FEDERAL DO ESPÍRITO SANTO - CAMPUS VILA VELHA;07-01-2009;Sudeste;ES;Vila Velha;Central Espírito-santense;Vitória
3001;INSTITUTO FEDERAL DE GOIÁS - CAMPUS GOIÂNIA;07-01-2009;Centro-Oeste;GO;Goiânia;Centro Goiano;Goiânia
42148;INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS CAMPUS AVANÇADO JANAÚBA;30-12-2013;Sudeste;MG;Janaúba;Norte de Minas;Janaúba
2998;INSTITUTO FEDERAL DO SUL DE MINAS GERAIS - CAMPUS MACHADO;07-01-2009;Sudeste;MG;Machado;Sul/Sudoeste de Minas;Alfenas
